"seqname","source","feature","start","end","score","strand","frame","attribute","gene_id","description","go_term"
"chr1D","IWGSC_v1.1_201706","gene",4341746,4342864,".","+",".","ID=TraesCS1D02G008600;manually_curated=yes;derived_from=TraesCS1D01G008600,chr1D.gene17;curating_team=IWGSC_appelsr;Note=<enter text here>%2Cceliac disease associated;Name=TraesCS1D02G008600","TraesCS1D02G008600","",""
"chr1D","IWGSC_v1.1_201706","gene",4525134,4526895,"35","+",".","ID=TraesCS1D02G008700;previous_id=TraesCS1D01G008700;primconf=HC;Name=TraesCS1D02G008700","TraesCS1D02G008700","Dirigent protein [Source:UniProtKB/TrEMBL;Acc:A0A341PCV9]",""
"chr1D","IWGSC_v1.1_201706","gene",4604730,4605927,"30","-",".","ID=TraesCS1D02G008800;previous_id=TraesCS1D01G008800;primconf=HC;Name=TraesCS1D02G008800","TraesCS1D02G008800","","heme binding; monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
"chr1D","IWGSC_v1.1_201706","gene",4635249,4637357,"51","+",".","ID=TraesCS1D02G008900;previous_id=TraesCS1D01G008900;primconf=HC;Name=TraesCS1D02G008900","TraesCS1D02G008900","","GO_0016021; oxidoreductase activity; iron ion binding; lipid biosynthetic process"
"chr1D","IWGSC_v1.1_201706","gene",4769129,4774849,"31","+",".","ID=TraesCS1D02G009000;previous_id=TraesCS1D01G009000;primconf=HC;Name=TraesCS1D02G009000","TraesCS1D02G009000","","actin filament binding; actin filament organization"
"chr1D","IWGSC_v1.1_201706","gene",4821093,4828103,"59","+",".","ID=TraesCS1D02G009100;previous_id=TraesCS1D01G009100;primconf=HC;Name=TraesCS1D02G009100","TraesCS1D02G009100","","hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process; actin filament binding; actin filament organization; organic substance metabolic process"
"chr1D","IWGSC_v1.1_201706","gene",4866795,4869517,".","-",".","ID=TraesCS1D02G009192;name=BST_Pseudo_chr1D_nlr_124;manually_curated=yes;derived_from=BST_Pseudo_chr1D_nlr_124;curating_team=IWGSC_appelsr;last_modification=2017-01-26T13:45:00;Name=TraesCS1D02G009192","TraesCS1D02G009192","","defense response; ADP binding; response to other organism"
"chr1D","IWGSC_v1.1_201706","gene",4874061,4880325,".","-",".","ID=TraesCS1D02G009300;name=BST_pseudo_chr1D_nlr_123;manually_curated=yes;derived_from=TraesCS1D01G009300,TraesCS1D01G009200,BST_pseudo_chr1D_nlr_123;curating_team=IWGSC_appelsr;last_modification=2017-01-26T13:51:37;Name=TraesCS1D02G009300","TraesCS1D02G009300","","defense response; ADP binding"
"chr1D","IWGSC_v1.1_201706","gene",4969766,4971382,".","-",".","ID=TraesCS1D02G009345;name=BST_pseudo_chr1D_nlr_122;manually_curated=yes;derived_from=BST_pseudo_chr1D_nlr_122;curating_team=IWGSC_steuernb;last_modification=2017-01-26T13:53:47;Name=TraesCS1D02G009345","TraesCS1D02G009345","","defense response; ADP binding; response to other organism"
"chr1D","IWGSC_v1.1_201706","gene",5130474,5135364,".","-",".","ID=TraesCS1D02G009406;name=BST_pseudo_chr1D_nlr_121;manually_curated=yes;derived_from=BST_pseudo_chr1D_nlr_121;curating_team=IWGSC_appelsr;last_modification=2017-01-26T14:08:12;Name=TraesCS1D02G009406","TraesCS1D02G009406","",""
"chr1D","IWGSC_v1.1_201706","gene",5139131,5140186,".","+",".","ID=TraesCS1D02G009400;manually_curated=yes;derived_from=TraesCS1D01G009400,chr1D.gene18;curating_team=IWGSC_appelsr;Note=<enter text here>%2Cceliac disease associated;Name=TraesCS1D02G009400","TraesCS1D02G009400","",""
"chr1D","IWGSC_v1.1_201706","gene",5174270,5175049,".","-",".","ID=TraesCS1D02G009443;name=BST_pseudo_chr1D_nlr_120;manually_curated=yes;derived_from=BST_pseudo_chr1D_nlr_120;curating_team=IWGSC_appelsr;last_modification=2017-01-26T14:11:12;Name=TraesCS1D02G009443","TraesCS1D02G009443","","ADP binding; defense response; response to other organism"
"chr1D","IWGSC_v1.1_201706","gene",5243664,5245264,"60","+",".","ID=TraesCS1D02G009500;previous_id=TraesCS1D01G009500;primconf=HC;Name=TraesCS1D02G009500","TraesCS1D02G009500","",""
"chr1D","IWGSC_v1.1_201706","gene",5250762,5252402,"61","+",".","ID=TraesCS1D02G009600;previous_id=TraesCS1D01G009600;primconf=HC;Name=TraesCS1D02G009600","TraesCS1D02G009600","",""
"chr1D","IWGSC_v1.1_201706","gene",5290638,5292109,"43","+",".","ID=TraesCS1D02G009700;previous_id=TraesCS1D01G009700;primconf=HC;Name=TraesCS1D02G009700","TraesCS1D02G009700","","protein dimerization activity; methyltransferase activity; O-methyltransferase activity; S-adenosylmethionine-dependent methyltransferase activity"
"chr1D","IWGSC_v1.1_201706","gene",5343240,5348712,"52","-",".","ID=TraesCS1D02G009800;previous_id=TraesCS1D01G009800;primconf=HC;Name=TraesCS1D02G009800","TraesCS1D02G009800","Protein DETOXIFICATION [Source:UniProtKB/TrEMBL;Acc:A0A1D5T4S3]","GO_0016021; membrane; transmembrane transport; GO_0015238; antiporter activity; xenobiotic transmembrane transporter activity; xenobiotic detoxification by transmembrane export across the plasma membrane"
"chr1D","IWGSC_v1.1_201706","gene",5356764,5357678,".","+",".","ID=TraesCS1D02G009900;manually_curated=yes;derived_from=TraesCS1D01G009900,chr1D.gene19;curating_team=IWGSC_appelsr;Note=TRIAE_CS42_1DS_TGACv1_081485_AA0261000.1%2Cceliac disease associated;Name=TraesCS1D02G009900","TraesCS1D02G009900","",""
"chr1D","IWGSC_v1.1_201706","gene",5405428,5410957,"53","-",".","ID=TraesCS1D02G010000;previous_id=TraesCS1D01G010000;primconf=HC;Name=TraesCS1D02G010000","TraesCS1D02G010000","",""
"chr1D","IWGSC_v1.1_201706","gene",5421419,5424921,".","+",".","ID=TraesCS1D02G010100;curating_team=IWGSC_Rothamsted;manually_curated=yes;Name=TraesCS1D02G010100;derived_from=TraesCS1D01G010100,TaWAK35_1D-gene","TraesCS1D02G010100","","ATP binding; protein kinase activity; calcium ion binding; cell surface receptor signaling pathway; protein phosphorylation"
"chr1D","IWGSC_v1.1_201706","gene",5425782,5430560,"61","-",".","ID=TraesCS1D02G010200;previous_id=TraesCS1D01G010200;primconf=HC;Name=TraesCS1D02G010200","TraesCS1D02G010200","Formin-like protein [Source:UniProtKB/TrEMBL;Acc:A0A1D5T2K4]","actin binding; actin filament binding; actin cytoskeleton organization; actin nucleation"
"chr1D","IWGSC_v1.1_201706","gene",5443299,5444210,"52","+",".","ID=TraesCS1D02G010300;previous_id=TraesCS1D01G010300;primconf=HC;Name=TraesCS1D02G010300","TraesCS1D02G010300","","GO_0016021"
"chr1D","IWGSC_v1.1_201706","gene",5445598,5450155,"38","+",".","ID=TraesCS1D02G010400;previous_id=TraesCS1D01G010400;primconf=HC;Name=TraesCS1D02G010400","TraesCS1D02G010400","Mitochondrial L2 ribosomal protein [Source:UniProtKB/TrEMBL;Acc:Q1AN57]","transferase activity; RNA binding; structural constituent of ribosome; translation; large ribosomal subunit; ribosome; chloroplast; ribonucleoprotein complex; plastid; rRNA binding; mitochondrial translation; mitochondrial large ribosomal subunit"
"chr1D","IWGSC_v1.1_201706","gene",5451127,5453160,"43","+",".","ID=TraesCS1D02G010500;previous_id=TraesCS1D01G010500;primconf=HC;Name=TraesCS1D02G010500","TraesCS1D02G010500","","GO_0016021"
"chr1D","IWGSC_v1.1_201706","gene",5454886,5457082,"39","+",".","ID=TraesCS1D02G010600;previous_id=TraesCS1D01G010600;primconf=HC;Name=TraesCS1D02G010600","TraesCS1D02G010600","",""
"chr1D","IWGSC_v1.1_201706","gene",5511254,5517977,"62","+",".","ID=TraesCS1D02G010700;previous_id=TraesCS1D01G010700;primconf=HC;Name=TraesCS1D02G010700","TraesCS1D02G010700","Vacuolar sorting protein 39 [Source:Projected from Arabidopsis thaliana (AT1G22860) TAIR;Acc:AT1G22860]","intracellular protein transport; vesicle-mediated transport"
"chr1D","IWGSC_v1.1_201706","gene",5518280,5519666,"60","+",".","ID=TraesCS1D02G010800;previous_id=TraesCS1D01G010800;primconf=HC;Name=TraesCS1D02G010800","TraesCS1D02G010800","","protein binding"
"chr1D","IWGSC_v1.1_201706","gene",5521399,5524174,"45","-",".","ID=TraesCS1D02G010900;previous_id=TraesCS1D01G010900;primconf=HC;Name=TraesCS1D02G010900","TraesCS1D02G010900","Serine/threonine-protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A1D5T1A8]","GO_0016021; ATP binding; protein kinase activity; protein serine/threonine kinase activity; recognition of pollen; protein phosphorylation"
"chr1D","IWGSC_v1.1_201706","gene",6135823,6138951,"55","+",".","ID=TraesCS1D02G011100;previous_id=TraesCS1D01G011100;primconf=HC;Name=TraesCS1D02G011100","TraesCS1D02G011100","","catalytic activity"
"chr1D","IWGSC_v1.1_201706","gene",6168877,6203308,".","+",".","ID=TraesCS1D02G011200;name=BST_chr1D_nlr_8;manually_curated=yes;derived_from=TraesCS1D01G011200,BST_chr1D_nlr_8;curating_team=IWGSC_appelsr;last_modification=2017-01-26T14:17:07;Name=TraesCS1D02G011200","TraesCS1D02G011200","","defense response; ADP binding"
"chr1D","IWGSC_v1.1_201706","gene",6226393,6241143,"60","+",".","ID=TraesCS1D02G011300;previous_id=TraesCS1D01G011300;primconf=HC;Name=TraesCS1D02G011300","TraesCS1D02G011300","","GO_0016021; protein binding"
"chr1D","IWGSC_v1.1_201706","gene",6264619,6268342,"37","-",".","ID=TraesCS1D02G011400;previous_id=TraesCS1D01G011400;primconf=HC;Name=TraesCS1D02G011400","TraesCS1D02G011400","",""
"chr1D","IWGSC_v1.1_201706","gene",6280456,6281010,"42","-",".","ID=TraesCS1D02G011500;previous_id=TraesCS1D01G011500;primconf=HC;Name=TraesCS1D02G011500","TraesCS1D02G011500","",""
"chr1D","IWGSC_v1.1_201706","gene",6297476,6298116,".","-",".","ID=TraesCS1D02G011547;name=BST_pseudo_chr1D_nlr_119;manually_curated=yes;derived_from=BST_pseudo_chr1D_nlr_119;curating_team=IWGSC_appelsr;last_modification=2017-01-26T14:17:45;Name=TraesCS1D02G011547","TraesCS1D02G011547","",""
"chr1D","IWGSC_v1.1_201706","gene",6325402,6328381,"62","-",".","ID=TraesCS1D02G011600;previous_id=TraesCS1D01G011600;primconf=HC;Name=TraesCS1D02G011600","TraesCS1D02G011600","","ubiquitin-protein transferase activity; protein ubiquitination; ubiquitin protein ligase activity; protein binding; protein polyubiquitination"
"chr1D","IWGSC_v1.1_201706","gene",6331893,6345564,"60","-",".","ID=TraesCS1D02G011700;previous_id=TraesCS1D01G011700;primconf=HC;Name=TraesCS1D02G011700","TraesCS1D02G011700","Methionine S-methyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1D5T1L6]","pyridoxal phosphate binding; methyltransferase activity; biosynthetic process; S-adenosylmethionine-dependent methyltransferase activity; methionine S-methyltransferase activity"
"chr1D","IWGSC_v1.1_201706","gene",6351524,6353132,"52","-",".","ID=TraesCS1D02G011800;previous_id=TraesCS1D01G011800;primconf=HC;Name=TraesCS1D02G011800","TraesCS1D02G011800","",""
"chr1D","IWGSC_v1.1_201706","gene",6366655,6367389,"43","-",".","ID=TraesCS1D02G011900;previous_id=TraesCS1D01G011900;primconf=HC;Name=TraesCS1D02G011900","TraesCS1D02G011900","","defense response"
"chr1D","IWGSC_v1.1_201706","gene",6399253,6400001,"44","-",".","ID=TraesCS1D02G012000;previous_id=TraesCS1D01G012000;primconf=HC;Name=TraesCS1D02G012000","TraesCS1D02G012000","","defense response"
"chr1D","IWGSC_v1.1_201706","gene",6410934,6411261,"36","-",".","ID=TraesCS1D02G012100;previous_id=TraesCS1D01G012100;primconf=HC;Name=TraesCS1D02G012100","TraesCS1D02G012100","","defense response"
"chr1D","IWGSC_v1.1_201706","gene",6461577,6463385,"34","-",".","ID=TraesCS1D02G012200;previous_id=TraesCS1D01G012200;primconf=HC;Name=TraesCS1D02G012200","TraesCS1D02G012200","","protein binding"
"chr1D","IWGSC_v1.1_201706","gene",6475182,6477014,"37","+",".","ID=TraesCS1D02G012300;previous_id=TraesCS1D01G012300;primconf=HC;Name=TraesCS1D02G012300","TraesCS1D02G012300","Arginine decarboxylase [Source:UniProtKB/TrEMBL;Acc:W5ALF0]","catalytic activity; arginine catabolic process; spermidine biosynthetic process; arginine decarboxylase activity"
"chr1D","IWGSC_v1.1_201706","gene",6490085,6491176,"32","-",".","ID=TraesCS1D02G012400;previous_id=TraesCS1D01G012400;primconf=HC;Name=TraesCS1D02G012400","TraesCS1D02G012400","","zinc ion binding"
"chr1D","IWGSC_v1.1_201706","gene",6539891,6542462,"56","-",".","ID=TraesCS1D02G012500;previous_id=TraesCS1D01G012500;primconf=HC;Name=TraesCS1D02G012500","TraesCS1D02G012500","","GO_0016021"
"chr1D","IWGSC_v1.1_201706","gene",6547770,6548532,"53","-",".","ID=TraesCS1D02G012600;previous_id=TraesCS1D01G012600;primconf=HC;Name=TraesCS1D02G012600","TraesCS1D02G012600","Defensin [Source:UniProtKB/TrEMBL;Acc:W5AMD3]","defense response"
"chr1D","IWGSC_v1.1_201706","gene",6591228,6594257,"53","-",".","ID=TraesCS1D02G012700;previous_id=TraesCS1D01G012700;primconf=HC;Name=TraesCS1D02G012700","TraesCS1D02G012700","Fatty acyl-CoA reductase [Source:UniProtKB/TrEMBL;Acc:W5AN22]","lipid metabolic process; fatty-acyl-CoA reductase (alcohol-forming) activity; alcohol-forming fatty acyl-CoA reductase activity"
"chr1D","IWGSC_v1.1_201706","gene",6711752,6714625,"44","-",".","ID=TraesCS1D02G012800;previous_id=TraesCS1D01G012800;primconf=HC;Name=TraesCS1D02G012800","TraesCS1D02G012800","","ATP binding; protein kinase activity; protein serine/threonine kinase activity; recognition of pollen; protein phosphorylation"
"chr1D","IWGSC_v1.1_201706","gene",6718845,6721625,"52","-",".","ID=TraesCS1D02G012900;previous_id=TraesCS1D01G012900;primconf=HC;Name=TraesCS1D02G012900","TraesCS1D02G012900","Serine/threonine-protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A1D5T2E8]","GO_0016021; ATP binding; protein kinase activity; protein serine/threonine kinase activity; recognition of pollen; protein phosphorylation"
"chr1D","IWGSC_v1.1_201706","gene",6731413,6732961,"63","-",".","ID=TraesCS1D02G013000;previous_id=TraesCS1D01G013000;primconf=HC;Name=TraesCS1D02G013000","TraesCS1D02G013000","","oxidoreductase activity; FMN binding"
"chr1D","IWGSC_v1.1_201706","gene",6766844,6771905,"60","-",".","ID=TraesCS1D02G013100;previous_id=TraesCS1D01G013100;primconf=HC;Name=TraesCS1D02G013100","TraesCS1D02G013100","Tubulin-folding cofactor E [Source:Projected from Arabidopsis thaliana (AT1G71440) UniProtKB/Swiss-Prot;Acc:Q8GRL7]","protein binding"
"chr1D","IWGSC_v1.1_201706","gene",6774424,6778290,"60","+",".","ID=TraesCS1D02G013200;previous_id=TraesCS1D01G013200;primconf=HC;Name=TraesCS1D02G013200","TraesCS1D02G013200","","GTP binding; GTPase activity"
"chr1D","IWGSC_v1.1_201706","gene",6778533,6780323,"62","-",".","ID=TraesCS1D02G013300;previous_id=TraesCS1D01G013300;primconf=HC;Name=TraesCS1D02G013300","TraesCS1D02G013300","","GTP binding; GTPase activity"
"chr1D","IWGSC_v1.1_201706","gene",6786398,6787884,"62","-",".","ID=TraesCS1D02G013400;previous_id=TraesCS1D01G013400;primconf=HC;Name=TraesCS1D02G013400","TraesCS1D02G013400","","oxidoreductase activity; FMN binding"
"chr1D","IWGSC_v1.1_201706","gene",6789468,6794893,"62","+",".","ID=TraesCS1D02G013500;previous_id=TraesCS1D01G013500;primconf=HC;Name=TraesCS1D02G013500","TraesCS1D02G013500","","oxidoreductase activity; FMN binding"
"chr1D","IWGSC_v1.1_201706","gene",6817464,6819186,"53","+",".","ID=TraesCS1D02G013600;previous_id=TraesCS1D01G013600;primconf=HC;Name=TraesCS1D02G013600","TraesCS1D02G013600","","oxidoreductase activity; FMN binding"
"chr1D","IWGSC_v1.1_201706","gene",6864265,6866168,"46","+",".","ID=TraesCS1D02G013700;previous_id=TraesCS1D01G013700;primconf=HC;Name=TraesCS1D02G013700","TraesCS1D02G013700","","oxidoreductase activity; FMN binding"
"chr1D","IWGSC_v1.1_201706","gene",6898428,6901098,"54","+",".","ID=TraesCS1D02G013800;previous_id=TraesCS1D01G013800;primconf=HC;Name=TraesCS1D02G013800","TraesCS1D02G013800","Serine/threonine-protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A1D5T2M5]","GO_0016021; ATP binding; protein kinase activity; protein serine/threonine kinase activity; recognition of pollen; protein phosphorylation"
"chr1D","IWGSC_v1.1_201706","gene",6913154,6914713,"26","+",".","ID=TraesCS1D02G013900;previous_id=TraesCS1D01G013900;primconf=HC;Name=TraesCS1D02G013900","TraesCS1D02G013900","","recognition of pollen"
"chr1D","IWGSC_v1.1_201706","gene",6915347,6915682,"23","+",".","ID=TraesCS1D02G014000;previous_id=TraesCS1D01G014000;primconf=HC;Name=TraesCS1D02G014000","TraesCS1D02G014000","",""
"chr1D","IWGSC_v1.1_201706","gene",7013497,7014268,"43","-",".","ID=TraesCS1D02G014100;previous_id=TraesCS1D01G014100;primconf=HC;Name=TraesCS1D02G014100","TraesCS1D02G014100","",""
"chr1D","IWGSC_v1.1_201706","gene",7017922,7022354,"42","+",".","ID=TraesCS1D02G014200;previous_id=TraesCS1D01G014200;primconf=HC;Name=TraesCS1D02G014200","TraesCS1D02G014200","","protein binding"
"chr1D","IWGSC_v1.1_201706","gene",7027754,7029742,"33","+",".","ID=TraesCS1D02G014300;previous_id=TraesCS1D01G014300;primconf=HC;Name=TraesCS1D02G014300","TraesCS1D02G014300","","ATP binding; protein kinase activity; protein phosphorylation"
"chr1D","IWGSC_v1.1_201706","gene",7031116,7034875,"36","-",".","ID=TraesCS1D02G014400;previous_id=TraesCS1D01G014400;primconf=HC;Name=TraesCS1D02G014400","TraesCS1D02G014400","Dirigent protein [Source:UniProtKB/TrEMBL;Acc:A0A341PB32]",""
"chr1D","IWGSC_v1.1_201706","gene",7038659,7039661,"52","-",".","ID=TraesCS1D02G014500;previous_id=TraesCS1D01G014500;primconf=HC;Name=TraesCS1D02G014500","TraesCS1D02G014500","","glutathione metabolic process; glutathione transferase activity"
"chr1D","IWGSC_v1.1_201706","gene",7055141,7059731,".","-",".","ID=TraesCS1D02G014600;name=BST_chr1D_nlr_118;manually_curated=yes;derived_from=TraesCS1D01G014600,BST_chr1D_nlr_118;curating_team=IWGSC_appelsr;last_modification=2017-01-26T14:58:25;Name=TraesCS1D02G014600","TraesCS1D02G014600","","defense response; ADP binding"
"chr1D","IWGSC_v1.1_201706","gene",7065207,7067992,".","-",".","ID=TraesCS1D02G014700;name=BST_Pseudo_chr1D_nlr_117;manually_curated=yes;derived_from=TraesCS1D01G014700,TraesCS1D01G014800,BST_Pseudo_chr1D_nlr_117;curating_team=IWGSC_appelsr;last_modification=2017-01-27T10:25:11;Name=TraesCS1D02G014700","TraesCS1D02G014700","","defense response"
"chr1D","IWGSC_v1.1_201706","gene",7073574,7077996,".","+",".","ID=TraesCS1D02G014900;curating_team=IWGSC_Rothamsted;manually_curated=yes;Name=TraesCS1D02G014900;derived_from=TraesCS1D01G014900,TaWAK36_1D-gene","TraesCS1D02G014900","","GO_0016021; ATP binding; protein kinase activity; calcium ion binding; protein serine/threonine kinase activity; membrane; polysaccharide binding; cell surface receptor signaling pathway; protein phosphorylation"
"chr1D","IWGSC_v1.1_201706","gene",7129017,7129945,"41","-",".","ID=TraesCS1D02G015000;previous_id=TraesCS1D01G015000;primconf=HC;Name=TraesCS1D02G015000","TraesCS1D02G015000","","cysteine-type peptidase activity; proteolysis"
"chr1D","IWGSC_v1.1_201706","gene",7155530,7156630,".","-",".","ID=TraesCS1D02G015100;manually_curated=yes;derived_from=TraesCS1D01G015100,chr1D.gene20;curating_team=IWGSC_appelsr;Note=<enter text here>%2Cceliac disease associated;Name=TraesCS1D02G015100","TraesCS1D02G015100","",""
"chr1D","IWGSC_v1.1_201706","gene",7180893,7182070,"33","+",".","ID=TraesCS1D02G015200;previous_id=TraesCS1D01G015200;primconf=HC;Name=TraesCS1D02G015200","TraesCS1D02G015200","",""
"chr1D","IWGSC_v1.1_201706","gene",7204336,7207634,"54","-",".","ID=TraesCS1D02G015300;previous_id=TraesCS1D01G015300;primconf=HC;Name=TraesCS1D02G015300","TraesCS1D02G015300","Receptor-like kinase 2 [Source:UniProtKB/TrEMBL;Acc:D0QEJ4]","GO_0016021; ATP binding; protein kinase activity; polysaccharide binding; protein phosphorylation; protein serine/threonine kinase activity; membrane; nucleotide binding; kinase activity; phosphorylation; transferase activity"
"chr1D","IWGSC_v1.1_201706","gene",7209284,7211888,".","+",".","ID=TraesCS1D02G015400;curating_team=IWGSC_Rothamsted;manually_curated=yes;Name=TraesCS1D02G015400;derived_from=TraesCS1D01G015400,TaWAK37_1D-gene","TraesCS1D02G015400","","ATP binding; protein kinase activity; polysaccharide binding; protein phosphorylation; membrane; nucleotide binding; kinase activity; phosphorylation; transferase activity"
"chr1D","IWGSC_v1.1_201706","gene",7212840,7215050,".","-",".","ID=TraesCS1D02G015412;name=BST_pseudo_chr1D_nlr_116;manually_curated=yes;derived_from=BST_pseudo_chr1D_nlr_116;curating_team=IWGSC_steuernb;last_modification=2017-01-27T10:05:05;Name=TraesCS1D02G015412","TraesCS1D02G015412","","defense response; ADP binding"
