"Description","Level","ModuleColor","Count","pvalue","geneID"
"lipid trafficking","level2","antiquewhite4",31,4.04308142779154e-06,"TraesCS1A02G132600/TraesCS1B02G154200/TraesCS2A02G203300/TraesCS2A02G586100/TraesCS2B02G431200/TraesCS2D02G212400/TraesCS2D02G410200/TraesCS3A02G164900/TraesCS3A02G189700/TraesCS3B02G200800/TraesCS3D02G176700/TraesCS3D02G193200/TraesCS4A02G096600/TraesCS4A02G130300/TraesCS4A02G356400/TraesCS5A02G042500/TraesCS5A02G105200/TraesCS5A02G169600/TraesCS5B02G108200/TraesCS5B02G166400/TraesCS5B02G369900/TraesCS5B02G384100/TraesCS5B02G426100/TraesCS5B02G515800/TraesCS5D02G129800/TraesCS5D02G174000/TraesCS7A02G482200/TraesCS7B02G130000/TraesCS7B02G384400/TraesCS7D02G279700/TraesCS7D02G469100"
"phylloquinone biosynthesis","level2","antiquewhite4",18,9.9783104734958e-05,"TraesCS2A02G362800/TraesCS2A02G365400/TraesCS2D02G360200/TraesCS3A02G240600/TraesCS3A02G283000/TraesCS3B02G268700/TraesCS3D02G241000/TraesCS3D02G283000/TraesCS4B02G235200/TraesCS4D02G028800/TraesCS4D02G304000/TraesCS5A02G193800/TraesCS5B02G189100/TraesCS5D02G196200/TraesCS6A02G207500/TraesCS7A02G310100/TraesCS7D02G125800/TraesCS7D02G306700"
"nucleus","level2","antiquewhite4",52,0.000117571838658248,"TraesCS1A02G049300/TraesCS1A02G065600/TraesCS1A02G222800/TraesCS1A02G223800/TraesCS1A02G224800/TraesCS1A02G340600/TraesCS1A02G413000/TraesCS1B02G083500/TraesCS1B02G236100/TraesCS1B02G237100/TraesCS1D02G051300/TraesCS1D02G224400/TraesCS1D02G226200/TraesCS1D02G342600/TraesCS1D02G420600/TraesCS2A02G185700/TraesCS2A02G435400/TraesCS2B02G112400/TraesCS2B02G450900/TraesCS2D02G202000/TraesCS2D02G427900/TraesCS3A02G172000/TraesCS3A02G223900/TraesCS3A02G274700/TraesCS3A02G313000/TraesCS3A02G400100/TraesCS3B02G158900/TraesCS3B02G185300/TraesCS3B02G202800/TraesCS3B02G219200/TraesCS3B02G253300/TraesCS3B02G258300/TraesCS3B02G308300/TraesCS3B02G401100/TraesCS3D02G141300/TraesCS3D02G178500/TraesCS3D02G229700/TraesCS3D02G273800/TraesCS3D02G318400/TraesCS3D02G419800/TraesCS4A02G111400/TraesCS4A02G141000/TraesCS4A02G275500/TraesCS4D02G239000/TraesCS5A02G235800/TraesCS5D02G042900/TraesCS5D02G242900/TraesCS6A02G112600/TraesCS6D02G289000/TraesCS7B02G055100/TraesCS7B02G117700/TraesCS7D02G349900"
"tetrahydrofolate metabolism","level2","antiquewhite4",21,0.000227345056370323,"TraesCS1A02G044600/TraesCS1A02G173700/TraesCS1B02G057900/TraesCS1D02G045200/TraesCS1D02G101200/TraesCS2A02G166800/TraesCS2A02G187700/TraesCS2B02G192900/TraesCS2D02G174400/TraesCS2D02G200100/TraesCS3A02G241300/TraesCS3B02G191100/TraesCS5A02G184400/TraesCS5A02G232800/TraesCS5A02G540400/TraesCS5B02G231100/TraesCS5D02G189400/TraesCS5D02G235400/TraesCS6A02G070600/TraesCS6B02G094600/TraesCS7A02G276900"
"translation elongation","level2","antiquewhite4",27,0.000287210400476123,"TraesCS2A02G083000/TraesCS2A02G083300/TraesCS2A02G262500/TraesCS2B02G196100/TraesCS2B02G279600/TraesCS2D02G080800/TraesCS2D02G080900/TraesCS2D02G261500/TraesCS4A02G107600/TraesCS4A02G107700/TraesCS4A02G363700/TraesCS4D02G197100/TraesCS4D02G197200/TraesCS5A02G415600/TraesCS5B02G160300/TraesCS5B02G509500/TraesCS5B02G509600/TraesCS5B02G509700/TraesCS5D02G423300/TraesCS5D02G423400/TraesCS5D02G509600/TraesCS5D02G509700/TraesCS7A02G461100/TraesCS7B02G266300/TraesCS7B02G362600/TraesCS7D02G360200/TraesCS7D02G449300"
"aspartate group amino acid biosynthesis","level2","antiquewhite4",46,0.000350862493470105,"TraesCS1A02G102500/TraesCS1A02G382800/TraesCS1A02G411900/TraesCS1A02G422100/TraesCS1B02G017800/TraesCS1B02G222500/TraesCS1D02G011700/TraesCS1D02G094400/TraesCS1D02G184500/TraesCS1D02G211700/TraesCS1D02G390500/TraesCS1D02G419800/TraesCS2A02G397900/TraesCS2D02G228600/TraesCS2D02G395600/TraesCS2D02G513500/TraesCS2D02G545000/TraesCS3B02G080200/TraesCS3D02G259800/TraesCS4A02G012200/TraesCS4A02G059800/TraesCS4A02G065100/TraesCS4A02G069000/TraesCS4A02G159700/TraesCS4A02G204000/TraesCS4A02G298700/TraesCS4D02G012900/TraesCS4D02G083900/TraesCS4D02G104900/TraesCS4D02G159500/TraesCS5A02G053100/TraesCS5A02G398300/TraesCS5B02G063300/TraesCS5B02G403400/TraesCS5D02G064400/TraesCS5D02G095700/TraesCS5D02G407800/TraesCS6A02G218300/TraesCS6B02G150600/TraesCS6B02G247900/TraesCS6D02G201500/TraesCS7A02G280700/TraesCS7B02G040800/TraesCS7B02G180500/TraesCS7D02G140400/TraesCS7D02G279300"
"FMN/FAD biosynthesis","level2","antiquewhite4",15,0.00070338454269193,"TraesCS1A02G146600/TraesCS2A02G409700/TraesCS2B02G371700/TraesCS2B02G428100/TraesCS2D02G407000/TraesCS4A02G240300/TraesCS4A02G307800/TraesCS4B02G009800/TraesCS5A02G093800/TraesCS5A02G190600/TraesCS5B02G099900/TraesCS5B02G192600/TraesCS5D02G106200/TraesCS5D02G200300/TraesCS6B02G433000"
"methylation","level2","antiquewhite4",12,0.000824510883145027,"TraesCS1A02G315500/TraesCS1D02G315700/TraesCS2D02G457900/TraesCS3B02G442900/TraesCS3B02G605100/TraesCS3D02G404400/TraesCS3D02G459000/TraesCS6A02G296000/TraesCS7A02G090500/TraesCS7A02G302500/TraesCS7B02G202600/TraesCS7D02G297800"
"histone chaperone activities","level2","antiquewhite4",22,0.000897953732293261,"TraesCS1A02G264100/TraesCS1A02G360500/TraesCS1B02G274800/TraesCS1B02G377000/TraesCS1D02G115200/TraesCS1D02G264300/TraesCS1D02G364900/TraesCS2A02G172700/TraesCS2B02G342400/TraesCS2D02G258500/TraesCS2D02G323500/TraesCS2D02G357700/TraesCS4A02G401100/TraesCS5A02G331900/TraesCS5D02G337800/TraesCS5D02G385600/TraesCS6A02G202200/TraesCS6B02G227700/TraesCS6D02G185800/TraesCS7A02G102400/TraesCS7B02G224100/TraesCS7D02G096300"
"glycosylation","level2","antiquewhite4",50,0.00268417755823791,"TraesCS1A02G259800/TraesCS1A02G302300/TraesCS1B02G058700/TraesCS1D02G241200/TraesCS1D02G259600/TraesCS1D02G301700/TraesCS2A02G185800/TraesCS2A02G272200/TraesCS2A02G275800/TraesCS2A02G391900/TraesCS2A02G397300/TraesCS2A02G450400/TraesCS2B02G293500/TraesCS2B02G410300/TraesCS2D02G274800/TraesCS3A02G089700/TraesCS3A02G370100/TraesCS3B02G105200/TraesCS3B02G402000/TraesCS3B02G425800/TraesCS3D02G192900/TraesCS3D02G482900/TraesCS4A02G042300/TraesCS4A02G066900/TraesCS4A02G131600/TraesCS4D02G074400/TraesCS4D02G244900/TraesCS5A02G297100/TraesCS5B02G296400/TraesCS5B02G493400/TraesCS5D02G324700/TraesCS5D02G461600/TraesCS5D02G462400/TraesCS5D02G493700/TraesCS5D02G500800/TraesCS6A02G107700/TraesCS6A02G262300/TraesCS6B02G136300/TraesCS6B02G143800/TraesCS6D02G095600/TraesCS6D02G104800/TraesCS6D02G243100/TraesCS6D02G334400/TraesCS7A02G216000/TraesCS7A02G236900/TraesCS7A02G292200/TraesCS7A02G466700/TraesCS7B02G123100/TraesCS7B02G367900/TraesCS7D02G199200"
"EC_5 isomerases","level2","antiquewhite4",62,0.00278796296362796,"TraesCS1A02G007500/TraesCS1A02G040600/TraesCS1A02G134500/TraesCS1A02G251000/TraesCS1A02G259000/TraesCS1A02G443900/TraesCS1B02G011100/TraesCS1B02G152500/TraesCS1B02G261600/TraesCS1D02G000800/TraesCS1D02G258900/TraesCS1D02G410200/TraesCS2A02G234900/TraesCS2A02G282900/TraesCS2B02G260600/TraesCS2D02G238600/TraesCS2D02G271700/TraesCS3A02G005900/TraesCS3A02G044800/TraesCS3A02G073300/TraesCS3A02G091600/TraesCS3A02G151100/TraesCS3A02G341000/TraesCS3B02G008100/TraesCS3B02G087400/TraesCS3D02G004600/TraesCS3D02G073000/TraesCS3D02G079800/TraesCS3D02G159000/TraesCS4A02G019100/TraesCS4A02G038500/TraesCS4A02G204000/TraesCS4A02G267000/TraesCS4D02G047300/TraesCS4D02G104900/TraesCS4D02G283800/TraesCS5A02G193800/TraesCS5A02G291300/TraesCS5B02G189100/TraesCS5D02G095700/TraesCS5D02G196200/TraesCS6A02G063200/TraesCS6A02G068900/TraesCS6A02G252800/TraesCS6B02G084400/TraesCS6B02G093100/TraesCS6B02G139500/TraesCS6B02G208900/TraesCS6D02G061600/TraesCS6D02G066700/TraesCS7A02G066500/TraesCS7A02G175300/TraesCS7A02G260800/TraesCS7A02G286700/TraesCS7A02G419600/TraesCS7B02G158800/TraesCS7B02G199200/TraesCS7D02G004000/TraesCS7D02G176900/TraesCS7D02G233100/TraesCS7D02G261800/TraesCS7D02G283600"
"nucleosome remodeling","level2","antiquewhite4",57,0.00350244300294575,"TraesCS1A02G087900/TraesCS1A02G395600/TraesCS1D02G403700/TraesCS2A02G145200/TraesCS2A02G185300/TraesCS2A02G234400/TraesCS2A02G403300/TraesCS2B02G219100/TraesCS2B02G261700/TraesCS2B02G298800/TraesCS2B02G324700/TraesCS2D02G199500/TraesCS2D02G280300/TraesCS2D02G306400/TraesCS2D02G337400/TraesCS3A02G069900/TraesCS3A02G081900/TraesCS3A02G245700/TraesCS3A02G317700/TraesCS3B02G097000/TraesCS3B02G273900/TraesCS3D02G043600/TraesCS3D02G173800/TraesCS3D02G245800/TraesCS4A02G218700/TraesCS4A02G261600/TraesCS4D02G053300/TraesCS4D02G093900/TraesCS5A02G088100/TraesCS5A02G099800/TraesCS5A02G151300/TraesCS5A02G216100/TraesCS5A02G331900/TraesCS5A02G350200/TraesCS5B02G094100/TraesCS5B02G105000/TraesCS5B02G111100/TraesCS5B02G222400/TraesCS5B02G422700/TraesCS5D02G100500/TraesCS5D02G156400/TraesCS5D02G337800/TraesCS5D02G456200/TraesCS6A02G160800/TraesCS6B02G190500/TraesCS6B02G235800/TraesCS6D02G039800/TraesCS6D02G190800/TraesCS7A02G242000/TraesCS7A02G258700/TraesCS7A02G287600/TraesCS7A02G296900/TraesCS7A02G311300/TraesCS7A02G544700/TraesCS7B02G198800/TraesCS7B02G222600/TraesCS7D02G291500"
"nucleotide excision repair (NER)","level2","antiquewhite4",21,0.00429129743366014,"TraesCS1A02G182000/TraesCS1B02G473400/TraesCS1D02G089500/TraesCS1D02G185100/TraesCS1D02G445700/TraesCS2A02G364200/TraesCS2B02G263500/TraesCS2D02G362100/TraesCS3A02G081900/TraesCS3A02G295900/TraesCS3A02G371000/TraesCS3A02G467100/TraesCS3B02G097000/TraesCS4D02G256900/TraesCS5A02G105900/TraesCS5A02G544900/TraesCS5B02G111000/TraesCS5D02G123300/TraesCS6D02G077800/TraesCS7B02G121500/TraesCS7D02G216500"
"anterograde trafficking","level2","antiquewhite4",39,0.00899639933104573,"TraesCS1B02G148200/TraesCS1D02G044700/TraesCS2A02G132900/TraesCS2B02G156400/TraesCS2B02G273700/TraesCS2B02G377300/TraesCS2D02G105100/TraesCS2D02G229400/TraesCS3A02G172900/TraesCS3A02G379800/TraesCS3B02G412400/TraesCS3D02G145000/TraesCS3D02G372800/TraesCS4A02G163600/TraesCS4D02G083800/TraesCS4D02G172100/TraesCS5B02G287700/TraesCS5B02G499200/TraesCS5B02G502000/TraesCS6A02G230300/TraesCS6B02G026100/TraesCS6B02G251500/TraesCS6B02G307800/TraesCS6D02G197200/TraesCS6D02G204700/TraesCS7A02G075500/TraesCS7A02G220800/TraesCS7A02G325800/TraesCS7A02G386000/TraesCS7A02G436000/TraesCS7A02G483700/TraesCS7B02G226400/TraesCS7B02G288800/TraesCS7B02G387100/TraesCS7D02G012000/TraesCS7D02G071100/TraesCS7D02G322500/TraesCS7D02G332100/TraesCS7D02G471300"
"pyridoxal-phosphate homeostasis","level2","antiquewhite4",7,0.00990197931172074,"TraesCS2A02G268800/TraesCS2B02G287600/TraesCS2D02G267800/TraesCS4A02G013200/TraesCS4D02G289800/TraesCS5A02G319600/TraesCS5B02G065400"
"thiol-based redox regulation","level2","antiquewhite4",26,0.0105015487031638,"TraesCS1A02G112400/TraesCS1A02G217300/TraesCS1B02G265600/TraesCS1D02G114000/TraesCS1D02G252100/TraesCS2A02G100900/TraesCS2A02G132200/TraesCS2A02G297500/TraesCS2B02G313700/TraesCS2D02G295500/TraesCS3B02G304100/TraesCS3B02G577800/TraesCS3D02G270100/TraesCS3D02G516800/TraesCS4A02G240000/TraesCS4B02G074900/TraesCS4B02G174100/TraesCS4D02G073500/TraesCS5B02G203300/TraesCS6A02G169100/TraesCS6A02G332000/TraesCS6B02G197100/TraesCS6B02G362800/TraesCS6D02G158500/TraesCS7A02G081100/TraesCS7A02G225400"
"glycolysis","level2","antiquewhite4",25,0.0110531987212729,"TraesCS1B02G150200/TraesCS2A02G190700/TraesCS2B02G216400/TraesCS2D02G197300/TraesCS3A02G073300/TraesCS3B02G087400/TraesCS3B02G126400/TraesCS3B02G423200/TraesCS3D02G073000/TraesCS3D02G109600/TraesCS3D02G192800/TraesCS3D02G383700/TraesCS5A02G302800/TraesCS5A02G454900/TraesCS5B02G464100/TraesCS5D02G020100/TraesCS5D02G465300/TraesCS6A02G158300/TraesCS6D02G148700/TraesCS6D02G197700/TraesCS7A02G381100/TraesCS7B02G005500/TraesCS7B02G193600/TraesCS7B02G283000/TraesCS7D02G228500"
"TOR (Target Of Rapamycin) signalling","level2","antiquewhite4",10,0.0125443837917397,"TraesCS1A02G227600/TraesCS2A02G436800/TraesCS2B02G456400/TraesCS2D02G433100/TraesCS5A02G135500/TraesCS5B02G134400/TraesCS5D02G142100/TraesCS6A02G270800/TraesCS6B02G297900/TraesCS6D02G244300"
"translation initiation","level2","antiquewhite4",39,0.0127605790135535,"TraesCS1A02G149200/TraesCS1A02G402800/TraesCS1B02G167100/TraesCS1D02G338400/TraesCS2B02G053100/TraesCS2B02G378400/TraesCS2D02G038800/TraesCS2D02G087300/TraesCS2D02G224400/TraesCS2D02G358000/TraesCS3A02G153900/TraesCS3A02G327200/TraesCS3A02G521500/TraesCS3B02G180500/TraesCS3B02G356600/TraesCS3D02G161300/TraesCS3D02G320600/TraesCS4A02G134000/TraesCS4A02G166500/TraesCS4D02G052700/TraesCS4D02G149800/TraesCS4D02G298100/TraesCS5A02G071100/TraesCS5A02G220000/TraesCS5A02G442500/TraesCS5B02G076800/TraesCS5B02G219100/TraesCS5D02G083100/TraesCS5D02G228100/TraesCS5D02G449900/TraesCS6A02G090300/TraesCS6A02G289000/TraesCS6B02G112400/TraesCS6B02G307400/TraesCS6B02G381600/TraesCS6D02G102100/TraesCS6D02G331000/TraesCS7A02G331800/TraesCS7A02G419400"
"lipoic acid biosynthesis","level2","antiquewhite4",5,0.0138654210241643,"TraesCS3B02G139200/TraesCS4A02G128200/TraesCS4D02G178300/TraesCS5A02G062500/TraesCS5D02G073700"
"S-glutathionylation","level2","bisque4",11,7.66030525495612e-12,"TraesCS5A02G044400/TraesCS5A02G044900/TraesCS5A02G045000/TraesCS5B02G048300/TraesCS5B02G048400/TraesCS5B02G048600/TraesCS5D02G054000/TraesCS5D02G054400/TraesCS5D02G054900/TraesCS5D02G055000/TraesCS5D02G055100"
"circadian clock system","level2","bisque4",6,2.29563296337322e-06,"TraesCS2A02G166600/TraesCS2B02G192700/TraesCS2D02G174200/TraesCS2D02G205800/TraesCS3A02G436100/TraesCS3D02G428700"
"thiol-based redox regulation","level2","bisque4",4,0.002617554285628,"TraesCS2B02G118100/TraesCS2D02G100500/TraesCS6B02G353700/TraesCS6D02G302900"
"spermidine biosynthesis","level2","bisque4",2,0.00594110192232167,"TraesCS6B02G249000/TraesCS7D02G265900"
"RNA polymerase I-dependent transcription","level2","bisque4",2,0.00934704187311466,"TraesCS5A02G402300/TraesCS5D02G412400"
"sucrose metabolism","level2","bisque4",5,0.00951976415074045,"TraesCS1A02G122800/TraesCS3B02G433000/TraesCS3D02G394200/TraesCS4A02G485000/TraesCS7D02G159800"
"thiamine pyrophosphate biosynthesis","level2","bisque4",2,0.0106350553512382,"TraesCS4A02G290400/TraesCS4D02G021400"
"TOR (Target Of Rapamycin) signalling","level2","bisque4",2,0.0113067735781628,"TraesCS7A02G313800/TraesCS7B02G214700"
"symbiont","level2","blue1",2,0.00316133869652378,"TraesCS4B02G215700/TraesCS4D02G296900"
"thiamine pyrophosphate biosynthesis","level2","blue3",2,0.000535459614297343,"TraesCS2D02G106300/TraesCS7A02G286300"
"sphingolipid metabolism","level2","brown",61,9.94555039211328e-10,"TraesCS1A02G183900/TraesCS1A02G280400/TraesCS1A02G361100/TraesCS1B02G169600/TraesCS1B02G377700/TraesCS1D02G192800/TraesCS1D02G279500/TraesCS1D02G365500/TraesCS2A02G158400/TraesCS2A02G204400/TraesCS2A02G372900/TraesCS2A02G380700/TraesCS2A02G389300/TraesCS2B02G397800/TraesCS2B02G407500/TraesCS2B02G420500/TraesCS2B02G621500/TraesCS2D02G377000/TraesCS2D02G399600/TraesCS3A02G225500/TraesCS3A02G443500/TraesCS3B02G422800/TraesCS3B02G477100/TraesCS3D02G085400/TraesCS3D02G227900/TraesCS3D02G435900/TraesCS4A02G081700/TraesCS4A02G226400/TraesCS4A02G276600/TraesCS4D02G025400/TraesCS4D02G034400/TraesCS4D02G087100/TraesCS4D02G222600/TraesCS4D02G314700/TraesCS5A02G188700/TraesCS5A02G455100/TraesCS5B02G184300/TraesCS5B02G189800/TraesCS5B02G195000/TraesCS5B02G463900/TraesCS5D02G024600/TraesCS5D02G465500/TraesCS6A02G223900/TraesCS6A02G224700/TraesCS6A02G270000/TraesCS6A02G306800/TraesCS6B02G280300/TraesCS6B02G297300/TraesCS6B02G335400/TraesCS6D02G026200/TraesCS6D02G211500/TraesCS6D02G226300/TraesCS6D02G245000/TraesCS6D02G286000/TraesCS7A02G186900/TraesCS7A02G320000/TraesCS7A02G413900/TraesCS7B02G092200/TraesCS7B02G092300/TraesCS7B02G203700/TraesCS7D02G188000"
"retrograde trafficking","level2","brown",70,1.30993717676921e-08,"TraesCS1A02G158700/TraesCS1A02G197800/TraesCS1A02G246900/TraesCS1B02G174700/TraesCS1B02G257500/TraesCS1B02G295500/TraesCS1B02G318400/TraesCS1D02G246200/TraesCS1D02G285100/TraesCS1D02G307100/TraesCS2A02G424700/TraesCS2B02G339700/TraesCS2B02G444400/TraesCS2D02G212800/TraesCS2D02G244900/TraesCS2D02G422600/TraesCS3A02G098600/TraesCS3A02G337300/TraesCS3A02G352400/TraesCS3B02G001900/TraesCS3B02G407400/TraesCS3B02G494600/TraesCS3D02G195500/TraesCS3D02G330500/TraesCS3D02G331200/TraesCS3D02G367700/TraesCS4A02G062100/TraesCS4A02G268100/TraesCS4A02G294900/TraesCS4A02G323700/TraesCS4A02G335400/TraesCS4A02G341000/TraesCS4A02G388200/TraesCS4D02G016900/TraesCS4D02G045800/TraesCS4D02G177400/TraesCS4D02G178700/TraesCS4D02G248500/TraesCS4D02G363900/TraesCS5A02G095100/TraesCS5A02G293000/TraesCS5A02G422400/TraesCS5A02G467400/TraesCS5A02G540800/TraesCS5B02G101300/TraesCS5B02G165500/TraesCS5B02G479100/TraesCS5B02G554600/TraesCS5D02G107800/TraesCS5D02G173000/TraesCS5D02G370200/TraesCS5D02G430600/TraesCS5D02G480200/TraesCS5D02G536700/TraesCS5D02G554100/TraesCS6A02G160700/TraesCS6A02G168000/TraesCS6A02G179300/TraesCS6A02G268000/TraesCS6B02G190600/TraesCS6B02G295200/TraesCS6D02G152000/TraesCS6D02G157000/TraesCS6D02G165800/TraesCS7A02G294900/TraesCS7A02G410200/TraesCS7A02G470900/TraesCS7B02G199900/TraesCS7D02G403400/TraesCS7D02G458300"
"calcium-dependent signalling","level2","brown",106,4.30262672360198e-08,"TraesCS1A02G134000/TraesCS1A02G215800/TraesCS1A02G308800/TraesCS1A02G416100/TraesCS1A02G424200/TraesCS1B02G272000/TraesCS1B02G319400/TraesCS1B02G370500/TraesCS1B02G446400/TraesCS1D02G125800/TraesCS1D02G239000/TraesCS1D02G306600/TraesCS1D02G308100/TraesCS1D02G358200/TraesCS1D02G433400/TraesCS2A02G098100/TraesCS2A02G106500/TraesCS2A02G248200/TraesCS2B02G113800/TraesCS2B02G175800/TraesCS2B02G271700/TraesCS2B02G424900/TraesCS2D02G097500/TraesCS2D02G173900/TraesCS2D02G252600/TraesCS2D02G456400/TraesCS3A02G038300/TraesCS3A02G135700/TraesCS3A02G191900/TraesCS3A02G488400/TraesCS3A02G488700/TraesCS3A02G492500/TraesCS3A02G492600/TraesCS3B02G169300/TraesCS3B02G214400/TraesCS3B02G219900/TraesCS3B02G330500/TraesCS3B02G365900/TraesCS3B02G536600/TraesCS3B02G538300/TraesCS3B02G552700/TraesCS3B02G553900/TraesCS3D02G041500/TraesCS3D02G188600/TraesCS3D02G194500/TraesCS3D02G304100/TraesCS3D02G483200/TraesCS3D02G484600/TraesCS3D02G484900/TraesCS3D02G499700/TraesCS3D02G500000/TraesCS4A02G080600/TraesCS4A02G126700/TraesCS4A02G132300/TraesCS4A02G186100/TraesCS4A02G206200/TraesCS4B02G132800/TraesCS4B02G172400/TraesCS4D02G107200/TraesCS4D02G127600/TraesCS4D02G174400/TraesCS4D02G179800/TraesCS4D02G223700/TraesCS5A02G057100/TraesCS5A02G057400/TraesCS5A02G225200/TraesCS5A02G225300/TraesCS5A02G262200/TraesCS5A02G377900/TraesCS5A02G382800/TraesCS5A02G426500/TraesCS5A02G463100/TraesCS5A02G545500/TraesCS5B02G059900/TraesCS5B02G134200/TraesCS5B02G135100/TraesCS5B02G223900/TraesCS5B02G387200/TraesCS5B02G428400/TraesCS5B02G474500/TraesCS5D02G068000/TraesCS5D02G072100/TraesCS5D02G122800/TraesCS5D02G141900/TraesCS5D02G142800/TraesCS5D02G232600/TraesCS5D02G269400/TraesCS5D02G387900/TraesCS5D02G392200/TraesCS5D02G434500/TraesCS5D02G475900/TraesCS6A02G089400/TraesCS6A02G135100/TraesCS6A02G261200/TraesCS6B02G111800/TraesCS6B02G179100/TraesCS6D02G124200/TraesCS6D02G152100/TraesCS6D02G242000/TraesCS7A02G316100/TraesCS7A02G377600/TraesCS7B02G034000/TraesCS7D02G132700/TraesCS7D02G133400/TraesCS7D02G313100/TraesCS7D02G507100"
"pathogen","level2","brown",120,1.19151332576355e-07,"TraesCS1A02G184900/TraesCS1A02G232500/TraesCS1A02G298600/TraesCS1B02G060500/TraesCS1B02G157700/TraesCS1B02G192900/TraesCS1B02G245700/TraesCS1B02G260600/TraesCS1B02G260700/TraesCS1B02G308200/TraesCS1D02G010800/TraesCS1D02G233800/TraesCS1D02G292700/TraesCS1D02G409400/TraesCS2A02G033600/TraesCS2A02G081400/TraesCS2A02G117800/TraesCS2A02G182400/TraesCS2A02G280400/TraesCS2A02G285700/TraesCS2A02G343100/TraesCS2A02G414300/TraesCS2A02G461800/TraesCS2B02G047300/TraesCS2B02G208900/TraesCS2B02G226900/TraesCS2B02G297700/TraesCS2B02G302800/TraesCS2B02G340700/TraesCS2B02G483400/TraesCS2B02G555200/TraesCS2B02G622200/TraesCS2D02G033100/TraesCS2D02G096800/TraesCS2D02G188300/TraesCS2D02G279200/TraesCS2D02G284200/TraesCS2D02G321400/TraesCS2D02G462000/TraesCS2D02G544600/TraesCS3A02G037700/TraesCS3A02G042400/TraesCS3A02G105400/TraesCS3A02G260100/TraesCS3A02G260200/TraesCS3A02G261700/TraesCS3A02G347500/TraesCS3B02G123800/TraesCS3B02G267700/TraesCS3B02G293200/TraesCS3B02G379200/TraesCS3B02G600800/TraesCS3D02G041800/TraesCS3D02G107500/TraesCS3D02G260300/TraesCS3D02G260500/TraesCS3D02G327600/TraesCS3D02G341100/TraesCS3D02G349700/TraesCS3D02G366500/TraesCS3D02G451400/TraesCS3D02G451500/TraesCS4A02G010000/TraesCS4A02G096900/TraesCS4A02G126400/TraesCS4A02G216100/TraesCS4A02G470500/TraesCS4B02G178500/TraesCS4B02G207500/TraesCS4B02G324000/TraesCS4B02G329500/TraesCS4D02G096400/TraesCS4D02G326400/TraesCS5A02G090000/TraesCS5A02G090200/TraesCS5A02G092800/TraesCS5A02G261300/TraesCS5A02G276200/TraesCS5A02G319300/TraesCS5A02G413700/TraesCS5A02G414200/TraesCS5A02G501100/TraesCS5A02G548000/TraesCS5B02G096000/TraesCS5B02G098900/TraesCS5B02G304400/TraesCS5B02G493500/TraesCS5D02G102000/TraesCS5D02G102100/TraesCS5D02G102300/TraesCS5D02G105100/TraesCS5D02G283600/TraesCS5D02G308700/TraesCS5D02G493800/TraesCS6A02G076800/TraesCS6A02G077000/TraesCS6A02G291200/TraesCS6A02G296600/TraesCS6A02G417900/TraesCS6B02G103900/TraesCS6B02G179500/TraesCS6B02G223700/TraesCS6B02G321200/TraesCS6B02G389400/TraesCS6B02G434800/TraesCS6B02G471400/TraesCS6D02G272600/TraesCS6D02G380200/TraesCS7A02G207100/TraesCS7A02G257200/TraesCS7B02G114300/TraesCS7B02G115900/TraesCS7B02G162500/TraesCS7B02G182300/TraesCS7B02G471400/TraesCS7D02G019000/TraesCS7D02G211000/TraesCS7D02G258000/TraesCS7D02G265400/TraesCS7D02G424900"
"nucleotide sugar biosynthesis","level2","brown",51,1.42539578648298e-07,"TraesCS1A02G230400/TraesCS1B02G243800/TraesCS1B02G478400/TraesCS1D02G231600/TraesCS1D02G315500/TraesCS2A02G423500/TraesCS2A02G460400/TraesCS2B02G129600/TraesCS2B02G442900/TraesCS2B02G482000/TraesCS2D02G111400/TraesCS2D02G421200/TraesCS2D02G460600/TraesCS3A02G303200/TraesCS3B02G333100/TraesCS3D02G298600/TraesCS4A02G080300/TraesCS4A02G099100/TraesCS4A02G099200/TraesCS4A02G166900/TraesCS4A02G376500/TraesCS4B02G116200/TraesCS4B02G202500/TraesCS4B02G205200/TraesCS4D02G113800/TraesCS4D02G151900/TraesCS4D02G206000/TraesCS4D02G206100/TraesCS5A02G139500/TraesCS5A02G183100/TraesCS5A02G394900/TraesCS5B02G023700/TraesCS5B02G137000/TraesCS5B02G181300/TraesCS5B02G399800/TraesCS5D02G153200/TraesCS5D02G188200/TraesCS5D02G288700/TraesCS5D02G321100/TraesCS5D02G404300/TraesCS6B02G267600/TraesCS6D02G238800/TraesCS7A02G078000/TraesCS7A02G357800/TraesCS7A02G417000/TraesCS7B02G101100/TraesCS7B02G269900/TraesCS7B02G317000/TraesCS7B02G409700/TraesCS7D02G196900/TraesCS7D02G410100"
