component *(D1/PsbA),TraesCS5D02G008300
phospholipase-A2 *(pPLA2-II)),TraesCS7B02G411300
phospholipase-A2 *(pPLA2-II)),TraesCS7B02G411800
phospholipase-A2 *(pPLA2-II)),TraesCS7D02G034300
phospholipase-A2 *(pPLA2-II)),TraesCS7D02G178600
phospholipase-A2 *(pPLA2-II)),TraesCS7D02G491200
phospholipase-A2 *(pPLA2-II)),TraesCS7D02G491900
phospholipase-A2 *(pPLA2-III)),TraesCS5A02G047000
phospholipase-A2 *(pPLA2-III)),TraesCS5A02G422000
phospholipase-A2 *(pPLA2-III)),TraesCS5A02G422200
phospholipase-A2 *(pPLA2-III)),TraesCS5B02G052000
phospholipase-A2 *(pPLA2-III)),TraesCS5B02G379300
phospholipase-A2 *(pPLA2-III)),TraesCS5B02G423900
phospholipase-A2 *(pPLA2-III)),TraesCS5B02G424100
phospholipase-A2 *(pPLA2-III)),TraesCS5D02G057600
phospholipase-A2 *(pPLA2-III)),TraesCS5D02G385900
phospholipase-A2 *(pPLA2-III)),TraesCS5D02G430300
phospholipase-A2 *(pPLA2-III)),TraesCS5D02G430400
phospholipase-A2 *(pPLA2-III)),TraesCS7D02G452000
phospholipase-C *(nPLC)),TraesCS5A02G489800
phospholipase-C *(nPLC)),TraesCS5B02G503200
phospholipase-C *(nPLC)),TraesCS5D02G504100
phospholipase-D *(PLD-alpha),TraesCS5A02G223500
phospholipase-D *(PLD-epsilon),TraesCS5A02G223500
phospholipase-D *(PLD-alpha),TraesCS5B02G222500
phospholipase-D *(PLD-epsilon),TraesCS5B02G222500
phospholipase-D *(PLD-alpha),TraesCS7A02G376500
phospholipase-D *(PLD-alpha),TraesCS7A02G545000
phospholipase-D *(PLD-alpha),TraesCS7B02G277900
phospholipase-D *(PLD-alpha),TraesCS7B02G468200
phospholipase-D *(PLD-alpha),TraesCS7B02G468300
phospholipase-D *(PLD-alpha),TraesCS7D02G372800
phospholipase-D *(PLD-alpha),TraesCS7D02G531200
phospholipase-D *(PLD-alpha),TraesCS7D02G531300
phospholipase-D *(PLD-beta/gamma),TraesCS5A02G520900
phospholipase-D *(PLD-delta),TraesCS5A02G202000
phospholipase-D *(PLD-delta),TraesCS5A02G337100
phospholipase-D *(PLD-delta),TraesCS5B02G200600
phospholipase-D *(PLD-delta),TraesCS5B02G336100
phospholipase-D *(PLD-delta),TraesCS5B02G525600
phospholipase-D *(PLD-delta),TraesCS5D02G524600
phospholipase-D *(PLD-epsilon),TraesCS5D02G231100
ALA-ALIS flippase complex,TraesCS7A02G231600
P4-type ATPase component *(ALA),TraesCS7A02G231600
ALA-ALIS flippase complex,TraesCS7A02G360700
P4-type ATPase component *(ALA),TraesCS7A02G360700
ALA-ALIS flippase complex,TraesCS7B02G130000
P4-type ATPase component *(ALA),TraesCS7B02G130000
ALA-ALIS flippase complex,TraesCS7B02G267000
P4-type ATPase component *(ALA),TraesCS7B02G267000
ALA-ALIS flippase complex,TraesCS7D02G231800
P4-type ATPase component *(ALA),TraesCS7D02G231800
ALA-ALIS flippase complex,TraesCS7D02G362300
P4-type ATPase component *(ALA),TraesCS7D02G362300
ALA-ALIS flippase complex,TraesCS5A02G380500
regulatory component *(ALIS),TraesCS5A02G380500
ALA-ALIS flippase complex,TraesCS5A02G423800
regulatory component *(ALIS),TraesCS5A02G423800
ALA-ALIS flippase complex,TraesCS5A02G519200
regulatory component *(ALIS),TraesCS5A02G519200
ALA-ALIS flippase complex,TraesCS5B02G384100
regulatory component *(ALIS),TraesCS5B02G384100
ALA-ALIS flippase complex,TraesCS5B02G426100
regulatory component *(ALIS),TraesCS5B02G426100
ALA-ALIS flippase complex,TraesCS5D02G390300
regulatory component *(ALIS),TraesCS5D02G390300
ALA-ALIS flippase complex,TraesCS5D02G432300
regulatory component *(ALIS),TraesCS5D02G432300
ALA-ALIS flippase complex,TraesCS6A02G155600
regulatory component *(ALIS),TraesCS6A02G155600
ALA-ALIS flippase complex,TraesCS6B02G183800
regulatory component *(ALIS),TraesCS6B02G183800
ALA-ALIS flippase complex,TraesCS6D02G145600
regulatory component *(ALIS),TraesCS6D02G145600
ALA-ALIS flippase complex,TraesCS7A02G482200
regulatory component *(ALIS),TraesCS7A02G482200
ALA-ALIS flippase complex,TraesCS7B02G384400
regulatory component *(ALIS),TraesCS7B02G384400
ALA-ALIS flippase complex,TraesCS7D02G469100
regulatory component *(ALIS),TraesCS7D02G469100
cysteine desulfurase activator component *(SUF-E2/3),TraesCS5A02G110900
cysteine desulfurase activator component *(SUF-E2/3),TraesCS5B02G109900
cysteine desulfurase activator component *(SUF-E2/3),TraesCS5D02G123200
component *(IscA2),TraesCS5A02G182400
component *(IscA2),TraesCS5B02G180400
component *(IscA2),TraesCS5D02G186800
1),TraesCS7D02G068700
component *(DRE2),TraesCS5A02G262300
component *(DRE2),TraesCS5D02G269900
component *(TAH18),TraesCS6A02G158200
chaperone of protochlorophyllide oxidoreductase *(CPP1),TraesCS5A02G199900
chaperone of protochlorophyllide oxidoreductase *(CPP1),TraesCS5B02G198200
chaperone of protochlorophyllide oxidoreductase *(CPP1),TraesCS5D02G205500
chaperone of protochlorophyllide oxidoreductase *(CPP1),TraesCS7A02G112200
chaperone of protochlorophyllide oxidoreductase *(CPP1),TraesCS7B02G010200
carotenoid beta-ring hydroxylase *(BCH),TraesCS5A02G494200
carotenoid beta-ring hydroxylase *(LUT5),TraesCS6A02G392000
carotenoid beta-ring hydroxylase *(LUT5),TraesCS6A02G398600
carotenoid beta-ring hydroxylase *(LUT5),TraesCS6B02G432200
carotenoid beta-ring hydroxylase *(LUT5),TraesCS6B02G438800
carotenoid beta-ring hydroxylase *(LUT5),TraesCS6D02G377900
carotenoid beta-ring hydroxylase *(LUT5),TraesCS6D02G382800
carotenoid hydroxylase,TraesCS6A02G156300
carotenoid hydroxylase,TraesCS6B02G184500
carotenoid hydroxylase,TraesCS6D02G146300
chalcone synthase *(CHS),TraesCS5D02G488600
chalcone synthase *(CHS),TraesCS5D02G488700
component *(PAP4/FSD3),TraesCS7A02G090400
component *(PAP4/FSD3),TraesCS7D02G086400
receptor component *(PYL/RCAR),TraesCS7A02G350800
receptor component *(PYL/RCAR),TraesCS7A02G358200
receptor component *(PYL/RCAR),TraesCS7B02G232100
receptor component *(PYL/RCAR),TraesCS7B02G269600
receptor component *(PYL/RCAR),TraesCS7D02G328000
receptor component *(PYL/RCAR),TraesCS7D02G364600
co-receptor kinase component *(BAK1),TraesCS6A02G203600
co-receptor kinase component *(BAK1),TraesCS6B02G223700
co-receptor kinase component *(BAK1),TraesCS6D02G186900
co-receptor kinase component *(BAK1),TraesCS7B02G182300
co-receptor kinase component *(BAK1),TraesCS7D02G291200
PRC2 histone methylation complex,TraesCS5B02G378700
PRC2 histone methylation complex,TraesCS5D02G385600
component *(TRO/ASH2),TraesCS5A02G132800
component *(TRO/ASH2),TraesCS5B02G128800
component *(TRO/ASH2),TraesCS5B02G132100
component *(TRO/ASH2),TraesCS5D02G141000
PRC2 histone methylation complex,TraesCS7A02G089100
PRC2 histone methylation complex,TraesCS7A02G089200
PRC2 histone methylation complex,TraesCS7A02G308300
PRC2 histone methylation complex,TraesCS7D02G084500
PRC2 histone methylation complex,TraesCS7D02G305100
PRC2 histone methylation complex,TraesCS5A02G179600
PRC2 histone methylation complex,TraesCS5B02G177400
PRC2 histone methylation complex,TraesCS7A02G128300
PRC2 histone methylation complex,TraesCS7A02G128600
PRC2 histone methylation complex,TraesCS7B02G028200
PRC2 histone methylation complex,TraesCS7B02G028500
PRC2 histone methylation complex,TraesCS7D02G127100
PRC2 histone methylation complex,TraesCS7D02G127400
PRC2 histone methylation complex,TraesCS5A02G041500
PRC2 histone methylation complex,TraesCS5A02G375400
PRC2 histone methylation complex,TraesCS5B02G043100
PRC2 histone methylation complex,TraesCS5B02G377500
PRC2 histone methylation complex,TraesCS5D02G048400
PRC2 histone methylation complex,TraesCS5D02G385000
PRC2 histone methylation complex,TraesCS5A02G097100
PRC2 histone methylation complex,TraesCS5B02G102800
PRC2 histone methylation complex,TraesCS5D02G109600
PRC2 histone methylation complex,TraesCS6A02G123400
PRC2 histone methylation complex,TraesCS6B02G151600
PRC2 histone methylation complex,TraesCS6D02G113600
PRC2 histone methylation complex,TraesCS7A02G433000
PRC2 histone methylation complex,TraesCS7D02G424600
PRC2 histone methylation complex,TraesCS5A02G154000
PRC2 histone methylation complex,TraesCS5B02G152700
PRC2 histone methylation complex,TraesCS5D02G159200
PRC2 histone methylation complex,TraesCS6A02G268700
PRC2 histone methylation complex,TraesCS6B02G295800
PRC2 histone methylation complex,TraesCS6D02G246200
histone methyltransferase *(ATXR4),TraesCS7A02G395900
histone methyltransferase *(ATXR4),TraesCS7B02G297900
histone methyltransferase *(ATXR4),TraesCS7D02G391600
histone methyltransferase *(ASHR2),TraesCS7A02G364700
histone methyltransferase *(ASHR2),TraesCS7B02G262900
histone methyltransferase *(ASHR2),TraesCS7D02G358100
histone H3K9 methyltransferase *(SUVH5/6),TraesCS5A02G194500
histone H3K9 methyltransferase *(SUVH5/6),TraesCS5B02G190000
histone H3K9 methyltransferase *(SUVH5/6),TraesCS5D02G197700
histone H3K36 methylation reader *(EML),TraesCS5A02G173100
histone H3K36 methylation reader *(EML),TraesCS5A02G266400
histone H3K36 methylation reader *(EML),TraesCS5B02G170500
histone H3K36 methylation reader *(EML),TraesCS5B02G266000
histone H3K36 methylation reader *(EML),TraesCS5D02G177600
histone H3K36 methylation reader *(EML),TraesCS5D02G274200
topoisomerase component *(TOP3b),TraesCS5A02G278200
topoisomerase component *(TOP3b),TraesCS5B02G277600
topoisomerase component *(TOP3b),TraesCS5D02G285200
component *(EPL1),TraesCS5A02G176400
component *(EPL1),TraesCS5B02G173500
component *(EPL1),TraesCS5D02G180500
component *(EAF6),TraesCS6A02G273300
component *(EAF6),TraesCS6B02G300700
component *(EAF6),TraesCS6D02G253400
methylation reader component *(ING1),TraesCS5A02G386800
methylation reader component *(ING1),TraesCS5B02G391700
methylation reader component *(ING1),TraesCS5D02G396600
component *(ARP4),TraesCS5A02G356000
component *(ARP4),TraesCS5B02G358500
component *(ARP4),TraesCS5D02G364800
component *(ARP4),TraesCS6A02G162300
component *(ARP4),TraesCS6B02G189000
component *(ARP4),TraesCS6D02G149800
component *(YAF9),TraesCS7A02G076700
component *(YAF9),TraesCS7D02G072400
SNL-HDA19 histone deacetylase complex,TraesCS6A02G181100
HHP1-HDA6 histone deacetylation complex,TraesCS6A02G181100
histone deacetylase *(HDA8),TraesCS6A02G181100
SNL-HDA19 histone deacetylase complex,TraesCS6A02G184100
histone deacetylase *(HDA8),TraesCS6A02G184100
SNL-HDA19 histone deacetylase complex,TraesCS6B02G210200
HHP1-HDA6 histone deacetylation complex,TraesCS6B02G210200
histone deacetylase *(HDA8),TraesCS6B02G210200
SNL-HDA19 histone deacetylase complex,TraesCS6D02G168400
HHP1-HDA6 histone deacetylation complex,TraesCS6D02G168400
histone deacetylase *(HDA8),TraesCS6D02G168400
SNL-HDA19 histone deacetylase complex,TraesCS6D02G171000
histone deacetylase *(HDA8),TraesCS6D02G171000
SNL-HDA19 histone deacetylase complex,TraesCS7A02G365600
histone deacetylase *(HDA8),TraesCS7A02G365600
SNL-HDA19 histone deacetylase complex,TraesCS7B02G261800
histone deacetylase *(HDA8),TraesCS7B02G261800
SNL-HDA19 histone deacetylase complex,TraesCS7D02G356800
histone deacetylase *(HDA8),TraesCS7D02G356800
SNL-HDA19 histone deacetylase complex,TraesCS6A02G067100
SNL-HDA19 histone deacetylase complex,TraesCS6B02G090300
HHP1-HDA6 histone deacetylation complex,TraesCS5A02G272500
HHP1-HDA6 histone deacetylation complex,TraesCS5B02G272700
HHP1-HDA6 histone deacetylation complex,TraesCS5D02G280500
HHP1-HDA6 histone deacetylation complex,TraesCS7A02G417200
HHP1-HDA6 histone deacetylation complex,TraesCS7B02G139000
HHP1-HDA6 histone deacetylation complex,TraesCS7B02G139100
HHP1-HDA6 histone deacetylation complex,TraesCS7B02G139200
HHP1-HDA6 histone deacetylation complex,TraesCS7B02G317400
HHP1-HDA6 histone deacetylation complex,TraesCS7D02G410300
HHP1-HDA6 histone deacetylation complex,TraesCS7A02G444600
HHP1-HDA6 histone deacetylation complex,TraesCS7B02G343600
HHP1-HDA6 histone deacetylation complex,TraesCS7D02G433300
histone deacetylase *(HDA8),TraesCS5A02G295000
histone deacetylase *(HDA8),TraesCS5D02G302400
histone deacetylase *(HDA8),TraesCS6B02G212600
kinase component *(beta-AUR),TraesCS5A02G401900
kinase component *(beta-AUR),TraesCS5B02G406600
kinase component *(beta-AUR),TraesCS5D02G412100
modification reader *(LHP1),TraesCS7A02G337900
modification reader *(LHP1),TraesCS7B02G249200
modification reader *(LHP1),TraesCS7D02G345200
regulatory protein *(ELP1) of LHP1 activity,TraesCS5A02G166800
regulatory protein *(ELP1) of LHP1 activity,TraesCS5B02G163900
regulatory protein *(ELP1) of LHP1 activity,TraesCS5D02G171100
substrate(LHP1) adaptor of CUL3-BTB E3 ubiquitin ligase,TraesCS6A02G045900
BTB/POZ substrate adaptor component activities,TraesCS6A02G045900
substrate(LHP1) adaptor of CUL3-BTB E3 ubiquitin ligase,TraesCS6A02G046100
BTB/POZ substrate adaptor component activities,TraesCS6A02G046100
substrate(LHP1) adaptor of CUL3-BTB E3 ubiquitin ligase,TraesCS6B02G062000
BTB/POZ substrate adaptor component activities,TraesCS6B02G062000
substrate(LHP1) adaptor of CUL3-BTB E3 ubiquitin ligase,TraesCS6D02G053100
BTB/POZ substrate adaptor component activities,TraesCS6D02G053100
F-BOX substrate adaptor component activities,TraesCS5A02G355600
F-BOX substrate adaptor component activities,TraesCS5B02G358100
F-BOX substrate adaptor component activities,TraesCS5D02G363900
component *(DRD1),TraesCS5A02G340400
component *(DRD1),TraesCS5D02G344400
component *(RDM1),TraesCS7A02G392900
component *(RDM1),TraesCS7B02G294900
component *(RDM1),TraesCS7D02G388500
protein factor *(NERD),TraesCS5A02G318200
protein factor *(NERD),TraesCS5A02G557400
protein factor *(NERD),TraesCS5B02G318700
protein factor *(NERD),TraesCS5D02G324500
methylated DNA binding component *(SUVH1/3),TraesCS5A02G140500
methylated DNA binding component *(SUVH1/3),TraesCS5B02G138800
methylated DNA binding component *(SUVH1/3),TraesCS5D02G152000
chaperone component *(SDJ),TraesCS5A02G245400
chaperone component *(SDJ),TraesCS5B02G242900
chaperone component *(SDJ),TraesCS5D02G252200
chaperone component *(SDJ),TraesCS7A02G033400
component *(AIPP1/EDM3),TraesCS6B02G455300
component *(AIPP1/EDM3),TraesCS6D02G392900
component *(EDM2),TraesCS5A02G175300
component *(EDM2),TraesCS5B02G172800
component *(EDM2),TraesCS5D02G179800
component *(EDM2),TraesCS7A02G243300
component *(EDM2),TraesCS7B02G148200
component *(EDM2),TraesCS7D02G242100
component *(BRAT1),TraesCS5A02G302000
component *(BRAT1),TraesCS5B02G299500
component *(BRAT1),TraesCS5D02G306800
regulatory component *(AIPP2),TraesCS5A02G307300
regulatory component *(AIPP2),TraesCS5A02G362100
regulatory component *(AIPP2),TraesCS5B02G307700
regulatory component *(AIPP2),TraesCS5B02G364900
regulatory component *(AIPP2),TraesCS5D02G314200
regulatory component *(AIPP2),TraesCS5D02G371100
phosphatase component *(CPL),TraesCS6A02G235300
phosphatase component *(CPL),TraesCS6B02G264000
phosphatase component *(CPL),TraesCS6D02G218000
transposon-derived factor HDP2,TraesCS6A02G155000
transposon-derived factor HDP2,TraesCS6B02G183000
transposon-derived factor HDP2,TraesCS6D02G144900
component *(RFC1),TraesCS7A02G386700
component *(RFC1),TraesCS7B02G289500
component *(RFC1),TraesCS7D02G383200
component *(RFC3),TraesCS5A02G429500
component *(RFC3),TraesCS5B02G431500
component *(RFC3),TraesCS5D02G437600
component *(RFC4),TraesCS5A02G113700
component *(RFC4),TraesCS5B02G119700
component *(RFC4),TraesCS5D02G128600
component *(RFC5),TraesCS6A02G322400
component *(RFC5),TraesCS6B02G353100
component *(RFC5),TraesCS6D02G302200
component *(CycC),TraesCS5A02G057600
component *(CycC),TraesCS5A02G282200
component *(CycC),TraesCS5B02G281600
component *(CycC),TraesCS5D02G289300
component *(CycC),TraesCS6A02G349600
component *(CycC),TraesCS6B02G382700
component *(CycC),TraesCS6D02G332100
F-BOX substrate adaptor component activities,TraesCS5A02G058400
F-BOX substrate adaptor component activities,TraesCS5A02G378400
F-BOX substrate adaptor component activities,TraesCS5B02G058300
F-BOX substrate adaptor component activities,TraesCS5B02G382000
F-BOX substrate adaptor component activities,TraesCS5D02G069500
F-BOX substrate adaptor component activities,TraesCS5D02G388400
component *(E2F),TraesCS5A02G125900
component *(E2F),TraesCS5B02G125100
component *(E2F),TraesCS5D02G133600
component *(E2F),TraesCS6A02G195500
component *(E2F),TraesCS6B02G233700
component *(E2F),TraesCS6D02G182600
component *(CAP-G),TraesCS7A02G204000
component *(CAP-G),TraesCS7B02G111000
component *(CAP-G),TraesCS7D02G207100
regulatory Kleisin component *(CAP-H),TraesCS6A02G311200
regulatory Kleisin component *(CAP-H),TraesCS6B02G341400
regulatory Kleisin component *(CAP-H),TraesCS6D02G290500
component *(CAP-D2B),TraesCS5A02G480000
component *(CAP-D2B),TraesCS5B02G493100
component *(CAP-D2B),TraesCS5D02G493500
regulatory Kleisin component *(CAP-H2),TraesCS5B02G258000
regulatory Kleisin component *(CAP-H2),TraesCS5D02G267100
component *(INCENP/WYRD),TraesCS5B02G251700
component *(INCENP/WYRD),TraesCS5D02G260600
component *(BORR),TraesCS6A02G360200
component *(BORR),TraesCS6B02G393100
component *(BORR),TraesCS6D02G343200
component *(NDC80),TraesCS5A02G482600
component *(NDC80),TraesCS5A02G487800
component *(NDC80),TraesCS5B02G495700
component *(NDC80),TraesCS5D02G496100
component *(NDC80),TraesCS5D02G502700
component *(NUF2),TraesCS6A02G098700
component *(NUF2),TraesCS6A02G117300
component *(NUF2),TraesCS6B02G126900
component *(NUF2),TraesCS6B02G145100
component *(NUF2),TraesCS6D02G083900
component *(NUF2),TraesCS6D02G106900
component *(MIS12),TraesCS6A02G227100
component *(MIS12),TraesCS6B02G254600
component *(MIS12),TraesCS6D02G207900
component *(MIS12),TraesCS7A02G516100
component *(MIS12),TraesCS7B02G432500
component *(MIS12),TraesCS7D02G506400
component *(NNF1),TraesCS5A02G372300
component *(NNF1),TraesCS5B02G374400
component *(NNF1),TraesCS5D02G381800
component *(DSN1),TraesCS6B02G238300
platform subcomplex,TraesCS6B02G377000
platform subcomplex,TraesCS6D02G327000
platform subcomplex,TraesCS5A02G020800
platform subcomplex,TraesCS5B02G017800
platform subcomplex,TraesCS5D02G025900
arc lamp subcomplex,TraesCS7A02G398600
arc lamp subcomplex,TraesCS7B02G299300
arc lamp subcomplex,TraesCS7D02G392900
arc lamp subcomplex,TraesCS6A02G251400
arc lamp subcomplex,TraesCS6B02G273900
arc lamp subcomplex,TraesCS6D02G233200
catalytic core subcomplex,TraesCS5A02G358300
catalytic core subcomplex,TraesCS6A02G073800
catalytic core subcomplex,TraesCS6B02G407600
catalytic core subcomplex,TraesCS6D02G354500
catalytic core subcomplex,TraesCS7A02G155100
catalytic core subcomplex,TraesCS5A02G476600
catalytic core subcomplex,TraesCS5B02G489500
catalytic core subcomplex,TraesCS5D02G489900
substrate specificity module,TraesCS5A02G197800
substrate specificity module,TraesCS5A02G272600
substrate specificity module,TraesCS5B02G185900
substrate specificity module,TraesCS5B02G272800
substrate specificity module,TraesCS5D02G193100
substrate specificity module,TraesCS5D02G280600
substrate specificity module,TraesCS6A02G085400
substrate specificity module,TraesCS6A02G268900
substrate specificity module,TraesCS6B02G296200
substrate specificity module,TraesCS6D02G246000
component *(MLH1),TraesCS7A02G140800
component *(MLH3),TraesCS5A02G352800
component *(MLH3),TraesCS5B02G355000
component *(MLH3),TraesCS5D02G359800
component *(SHOC1/ZIP2),TraesCS6A02G237400
component *(SHOC1/ZIP2),TraesCS6B02G265900
component *(SHOC1/ZIP2),TraesCS6D02G220100
catalytic component *(PPX/HCR),TraesCS5A02G176800
catalytic component *(PPX),TraesCS5A02G176800
catalytic component *(PPX/HCR),TraesCS5B02G173100
catalytic component *(PPX),TraesCS5B02G173100
catalytic component *(PPX/HCR),TraesCS5D02G180100
catalytic component *(PPX),TraesCS5D02G180100
regulatory component *(PP4R2),TraesCS7A02G220500
regulatory component *(PP4R2),TraesCS7B02G126900
regulatory component *(PP4R2),TraesCS7D02G221600
MUS81-EME1 Holliday junction cleavage heterodimer,TraesCS6A02G144500
MUS81-EME1 Holliday junction cleavage heterodimer,TraesCS7B02G011000
MUS81-EME1 Holliday junction cleavage heterodimer,TraesCS7D02G490700
non-canonical Holliday junction resolvase *(HIGL),TraesCS6A02G272500
non-canonical Holliday junction resolvase *(HIGL),TraesCS6B02G300000
canonical Holliday junction resolvase *(GEN1),TraesCS5A02G309900
canonical Holliday junction resolvase *(GEN1),TraesCS5B02G310700
canonical Holliday junction resolvase *(GEN1),TraesCS5D02G316900
canonical Holliday junction resolvase *(SEND1),TraesCS7A02G328800
canonical Holliday junction resolvase *(SEND1),TraesCS7B02G229500
canonical Holliday junction resolvase *(SEND1),TraesCS7D02G325700
endonuclease *(FAN1),TraesCS7A02G132600
endonuclease *(FAN1),TraesCS7B02G033200
endonuclease *(FAN1),TraesCS7D02G132100
crosslink repair helicase *(HRQ1),TraesCS6A02G031400
crosslink repair helicase *(HRQ1),TraesCS6D02G035300
catalytic component *(PP2A-C),TraesCS5A02G270900
catalytic component C,TraesCS5A02G270900
catalytic component *(PP2A-C),TraesCS5A02G455000
catalytic component C,TraesCS5A02G455000
catalytic component *(PP2A-C),TraesCS5B02G271300
catalytic component C,TraesCS5B02G271300
catalytic component *(PP2A-C),TraesCS5B02G464000
catalytic component C,TraesCS5B02G464000
catalytic component *(PP2A-C),TraesCS5D02G278600
catalytic component C,TraesCS5D02G278600
catalytic component *(PP2A-C),TraesCS5D02G465400
catalytic component C,TraesCS5D02G465400
catalytic component *(PP2A-C),TraesCS6A02G183700
catalytic component C,TraesCS6A02G183700
catalytic component *(PP2A-C),TraesCS6B02G213200
catalytic component C,TraesCS6B02G213200
